iter	Logloss
497	0.3028982228
498	0.302750618
499	0.3026394302
500	0.3025059486
501	0.3023945515
502	0.3022900011
503	0.3021639859
504	0.3020022202
505	0.3018769172
506	0.3017224572
507	0.3016331426
508	0.3014604591
509	0.3013205519
510	0.3011463476
511	0.3010430404
512	0.3008857587
513	0.3007384679
514	0.3005983193
515	0.3004727117
516	0.3003380619
517	0.3002266747
518	0.3000678561
519	0.2999599021
520	0.2996957635
521	0.2995519523
522	0.2994369021
523	0.2992816884
524	0.2991662656
525	0.2990682501
526	0.2989690729
527	0.2988417848
528	0.2987509598
529	0.2986361853
530	0.2984767188
531	0.2983984739
532	0.2982443693
533	0.2981021766
534	0.2979267154
535	0.2978058729
536	0.2976570212
537	0.2975155712
538	0.2973345554
539	0.2972236805
540	0.2970975314
541	0.2969925335
542	0.2968529697
543	0.2966636575
544	0.2965089577
545	0.2964340073
546	0.2962619025
547	0.2961127307
548	0.2960092304
549	0.2958383712
550	0.2956454769
551	0.2954655062
552	0.2953926242
553	0.295276907
554	0.2951620867
555	0.2950654839
556	0.2949741397
557	0.2948666701
558	0.2947458301
559	0.2946383898
560	0.2945838084
561	0.2944690001
562	0.2943416035
563	0.2942734316
564	0.2941621195
565	0.2940510097
566	0.2938974026
567	0.2937823166
568	0.2936992667
569	0.2936115277
570	0.2935371292
571	0.2934045282
572	0.2932630859
573	0.2931799844
574	0.2930689369
575	0.292941402
576	0.2928614018
577	0.2927165994
578	0.2925954334
579	0.2924607792
580	0.2923345202
581	0.2921936783
582	0.2920794107
583	0.2919501001
584	0.2918199091
585	0.2916590337
586	0.2915454741
587	0.2914134098
588	0.2913068866
589	0.2912342423
590	0.2911019619
591	0.2909623743
592	0.2908442878
593	0.2907015755
594	0.2905281026
595	0.2904317877
596	0.2903270379
597	0.2901967259
598	0.2900382758
599	0.2899287324
600	0.2898303067
601	0.2896974863
602	0.2895676927
603	0.2894281011
604	0.2893192845
605	0.2891949192
606	0.2890643708
607	0.2889757731
608	0.2888865233
609	0.2887699287
610	0.2886472774
611	0.2885501677
612	0.2883980508
613	0.2882754813
614	0.2881870337
615	0.2880377299
616	0.2879145187
617	0.2878339442
618	0.2877638584
619	0.2876390824
620	0.2875821594
621	0.2874855707
622	0.2873988143
623	0.287310051
624	0.2872236491
625	0.2871408899
626	0.287083103
627	0.2869755158
628	0.2868932184
629	0.2867652057
630	0.2866453963
631	0.2865509045
632	0.2864508761
633	0.2863325025
634	0.2862405117
635	0.2861406372
636	0.2859679093
637	0.2858873103
638	0.2857336036
639	0.2856151113
640	0.2855600909
641	0.2854749861
642	0.2853944975
643	0.2852798208
644	0.2851978748
645	0.2851095313
646	0.2850248044
647	0.2849600074
648	0.2848750827
649	0.2847453003
650	0.2846760835
651	0.2845848065
652	0.2844903037
653	0.2843661044
654	0.2842085834
655	0.2841287028
656	0.2840261314
657	0.2839094483
658	0.2837561174
659	0.2836468836
660	0.2834961701
661	0.2834151414
662	0.2833611785
663	0.2832736567
664	0.2831153361
665	0.2830108889
666	0.2828853571
667	0.2827832351
668	0.2826164531
669	0.282487613
670	0.2823733972
671	0.2822759143
672	0.2821673381
673	0.2820747412
674	0.2819312358
675	0.2817836402
676	0.2817257599
677	0.2816334005
678	0.2815243587
679	0.2814493487
680	0.2813332191
681	0.281202916
682	0.2811057541
683	0.2810406037
684	0.2809173971
685	0.2807489577
686	0.2806828912
687	0.2805644564
688	0.2804938501
689	0.2804037394
690	0.2802705307
691	0.2801305063
692	0.2800093735
693	0.2799184823
694	0.2797746579
695	0.2796278277
696	0.2795528508
697	0.279457959
698	0.2792802169
699	0.2791952339
700	0.2791122838
701	0.2790078785
702	0.2789262747
703	0.2788220096
704	0.2787247599
705	0.2786160587
706	0.2785198034
707	0.2784430736
708	0.2783037001
709	0.2781804556
710	0.2781101177
711	0.2780411337
712	0.2779446384
713	0.2778234775
714	0.2777175225
715	0.2776026831
716	0.2775037929
717	0.2773935505
718	0.2773078868
719	0.277218943
720	0.2771548589
721	0.2770131597
722	0.2768943195
723	0.2767922314
724	0.2766991191
725	0.2765769548
726	0.2764840204
727	0.2763867235
728	0.2762833353
729	0.2761913896
730	0.2761093828
731	0.2760017655
732	0.2758760548
733	0.2757614718
734	0.2756118911
735	0.2755433138
736	0.2754225358
737	0.2753336086
738	0.2752293349
739	0.2751338333
740	0.2749931514
741	0.2749413213
742	0.2748823709
743	0.2747274197
744	0.274596642
745	0.2744793841
746	0.2744095502
747	0.2743305022
748	0.2741690714
749	0.2741027989
750	0.2739683628
751	0.273810256
752	0.2737363455
753	0.2736325101
754	0.2735315275
755	0.2734371662
756	0.2733401823
757	0.2732638988
758	0.2732005531
759	0.2731558311
760	0.2730696072
761	0.2730029716
762	0.2729250887
763	0.2728283587
764	0.2727518413
765	0.27268163
766	0.2726080065
767	0.2724963937
768	0.2723869873
769	0.27229042
770	0.2722191583
771	0.2720751024
772	0.2719222574
773	0.2718601342
774	0.2717917477
775	0.2717246581
776	0.2715672954
777	0.2714972195
778	0.2713584888
779	0.2712840188
780	0.2712204191
781	0.2711193161
782	0.2710106138
783	0.2709003564
784	0.2707722608
785	0.2707025059
786	0.270595344
787	0.2705583928
788	0.2704600521
789	0.2703404135
790	0.2701932109
791	0.2700986568
792	0.269979172
793	0.2699362779
794	0.2698368832
795	0.2697447442
796	0.2696925391
797	0.2695964644
798	0.2694667955
799	0.2693736489
800	0.2693178448
801	0.2692696793
802	0.2691629697
803	0.2690677072
804	0.2689688636
805	0.2688262292
806	0.2686883429
807	0.2685429393
808	0.2684733324
809	0.2683607079
810	0.2682378232
811	0.268162544
812	0.2680395571
813	0.2679092654
814	0.2678528037
815	0.2677944776
816	0.2676613207
817	0.2675382394
818	0.2674453805
819	0.2673438874
820	0.2672872702
821	0.2672449764
822	0.267123569
823	0.2669912033
824	0.2669146301
825	0.26686795
826	0.2667663824
827	0.2667186795
828	0.2666411886
829	0.2665289218
830	0.2663991483
831	0.2662688305
832	0.2661629874
833	0.2660646033
834	0.2659794237
835	0.2659284687
836	0.265841612
837	0.2657048805
838	0.2656157228
839	0.2654936612
840	0.2653828253
841	0.2652479126
842	0.2651288494
843	0.2650449223
844	0.2649272355
845	0.2648607405
846	0.2647410727
847	0.2646279313
848	0.2645367705
849	0.2644380715
850	0.264383777
851	0.2642945102
852	0.2642031308
853	0.2641592456
854	0.2640619655
855	0.2639324703
856	0.263877923
857	0.2637664062
858	0.2637199999
859	0.2636344951
860	0.263578088
861	0.2634570123
862	0.2633714452
863	0.2632472119
864	0.2631489512
865	0.2630321124
866	0.262974963
867	0.2628834502
868	0.262819063
869	0.2627549182
870	0.2626500353
871	0.2625320649
872	0.2624328486
873	0.262295577
874	0.2622091391
875	0.2620960746
876	0.2620124599
877	0.2619218392
878	0.2618327334
879	0.2617229065
880	0.2616220381
881	0.2615557296
882	0.2614622456
883	0.2613501007
884	0.2612108028
885	0.2611268156
886	0.2610599953
887	0.2609211647
888	0.2608483254
889	0.2607943137
890	0.2607022661
891	0.2606144873
892	0.2605198863
893	0.2604188165
894	0.2603617684
895	0.2602936643
896	0.2602260887
897	0.2601231841
898	0.2600299148
899	0.2599336988
900	0.2598111988
901	0.2596895934
902	0.2595983821
903	0.2595048842
904	0.2594658595
905	0.2594238201
906	0.2593713568
907	0.2593087502
908	0.2592597013
909	0.2591774035
910	0.2590551739
911	0.2590340639
912	0.2588849881
913	0.2587939306
914	0.2586651606
915	0.2586150824
916	0.2585754594
917	0.2584874754
918	0.2584018005
919	0.2582442371
920	0.2581414823
921	0.2580369903
922	0.257952683
923	0.2578535667
924	0.2577402804
925	0.2576336557
926	0.2575163783
927	0.2574481953
928	0.2572411441
929	0.2571505054
930	0.2570803814
931	0.2569730967
932	0.2568779673
933	0.2568097422
934	0.2567321091
935	0.2567046216
936	0.2566301722
937	0.2565241636
938	0.256443705
939	0.2563866115
940	0.2563429073
941	0.2562925493
942	0.2561774143
943	0.2561122751
944	0.2560140358
945	0.2559339875
946	0.2558528048
947	0.2557671515
948	0.255651846
949	0.2555923899
950	0.2555356244
951	0.2554547945
952	0.255408009
953	0.2553435338
954	0.2552989819
955	0.2552428496
956	0.2551984689
957	0.2550716872
958	0.254963457
959	0.2549377817
960	0.254864445
961	0.2548502726
962	0.2547414986
963	0.2546972339
964	0.2546243965
965	0.2545591833
966	0.2544393771
967	0.2543574802
968	0.2543074058
969	0.254238931
970	0.2541635001
971	0.2541007135
972	0.2540278357
973	0.2539401029
974	0.253835937
975	0.2537538139
976	0.2536604744
977	0.2535916743
978	0.2535359877
979	0.2534031308
980	0.253292353
981	0.2532031763
982	0.2530922604
983	0.2530481587
984	0.2529760321
985	0.252872046
986	0.2527433706
987	0.2526695283
988	0.2525713556
989	0.2525256297
990	0.2524661045
991	0.2523807634
992	0.2522906522
993	0.2522211481
994	0.2520963108
995	0.2520158511
996	0.2519605411
997	0.2518594323
998	0.2517459271
999	0.2516699284
