iter	Logloss
164	0.3203179702
165	0.3202777778
166	0.3200782769
167	0.3199172102
168	0.3196524512
169	0.3196348322
170	0.3195102923
171	0.3193167606
172	0.319167258
173	0.319046772
174	0.3188845634
175	0.318682613
176	0.3185122853
177	0.3184845194
178	0.3183020765
179	0.3182068458
180	0.3179693046
181	0.3177065786
182	0.31756963
183	0.3173966797
184	0.3173688137
185	0.3172002118
186	0.3170102738
187	0.3166738498
188	0.3165998336
189	0.3165119488
190	0.3162745468
191	0.3160407575
192	0.3159481628
193	0.3158492296
194	0.3157121762
195	0.3156085248
196	0.3154419268
197	0.315275129
198	0.3150627009
199	0.3148790858
200	0.3147301389
201	0.3146218275
202	0.3144699576
203	0.3143810543
204	0.3142876078
205	0.3140848931
206	0.3139224981
207	0.3138070006
208	0.3135945937
209	0.3133948547
210	0.3133297494
211	0.3131865199
212	0.3130565827
213	0.3129438508
214	0.3128681209
215	0.312714942
216	0.3126216314
217	0.3124849446
218	0.3123730997
219	0.3122489557
220	0.3120749226
221	0.3119051051
222	0.3118037381
223	0.3117115811
224	0.3116081399
225	0.3113640547
226	0.3112020994
227	0.3109979053
228	0.3108745852
229	0.3107415543
230	0.3105242134
231	0.3103048047
232	0.3100976481
233	0.3099969341
234	0.3098993727
235	0.3097985253
236	0.3096028244
237	0.3095300439
238	0.3093488415
239	0.3092159046
240	0.3090962784
241	0.3089975375
242	0.3088537816
243	0.308751113
244	0.3086480315
245	0.3085321507
246	0.3084254375
247	0.3083886839
248	0.3082358463
249	0.3081013589
250	0.3080083004
251	0.3078930584
252	0.3077676304
253	0.3076812433
254	0.3076601626
255	0.3075903269
256	0.3074606922
257	0.3073157821
258	0.3072317108
259	0.3070787419
260	0.3069521958
261	0.3068516485
262	0.3067174462
263	0.306573689
264	0.3064858342
265	0.3063822866
266	0.30632359
267	0.3062180549
268	0.3061204394
269	0.3059448105
270	0.3057746585
271	0.3055780275
272	0.3054766686
273	0.3053384293
274	0.3051713623
275	0.3050720865
276	0.3049309949
277	0.3048585275
278	0.3047309309
279	0.3045945468
280	0.304400075
281	0.3042717523
282	0.3041447625
283	0.303999914
284	0.3038716553
285	0.3037634679
286	0.303615105
287	0.3034821493
288	0.3033404849
289	0.3032197844
290	0.3030738569
291	0.3028854368
292	0.302699205
293	0.3026290424
294	0.3025382093
295	0.3024718435
296	0.3023319736
297	0.302120704
298	0.3020423212
299	0.3019496272
300	0.3018889569
301	0.3017718202
302	0.3016895151
303	0.3015165832
304	0.3013978266
305	0.3013019872
306	0.3012206377
307	0.3011112466
308	0.3010256509
309	0.3009172477
310	0.3008203021
311	0.3006645874
312	0.3005601288
313	0.300426135
314	0.300328457
315	0.3001874472
316	0.3000132935
317	0.2999183331
318	0.2998988445
319	0.2997831206
320	0.29961985
321	0.2994875339
322	0.2993533898
323	0.2991347707
324	0.2990248141
325	0.2989176359
326	0.2987680516
327	0.2987178007
328	0.2986084591
329	0.2984785949
330	0.2983468806
331	0.2982712536
332	0.2981825972
333	0.29811444
334	0.297953904
335	0.2978032053
336	0.2977155448
337	0.2976091683
338	0.2974573095
339	0.2973785894
340	0.2973035882
341	0.2971877684
342	0.2970955066
343	0.2969200144
344	0.2967665699
345	0.2967040128
346	0.2965358777
347	0.2964560253
348	0.2962882835
349	0.2961867216
350	0.2960671501
351	0.2959896616
352	0.2958661317
353	0.2957675905
354	0.2956064514
355	0.2954952195
356	0.2953526603
357	0.2952402796
358	0.2951646071
359	0.2950327446
360	0.294926676
361	0.2948220152
362	0.2946034737
363	0.2944310479
364	0.2942276502
365	0.2941185018
366	0.2939835263
367	0.2938816041
368	0.2938291523
369	0.2937587559
370	0.2936647366
371	0.2935679729
372	0.2934826057
373	0.2933742827
374	0.29327955
375	0.2931847056
376	0.2930951447
377	0.2929915823
378	0.2928727718
379	0.2927727536
380	0.2926669072
381	0.292447117
382	0.2923034331
383	0.292155421
384	0.2920483408
385	0.2919459692
386	0.2918267373
387	0.2917629369
388	0.2916259113
389	0.2915366614
390	0.2914526044
391	0.2913392016
392	0.2911954676
393	0.2911011118
394	0.2909944826
395	0.2909288838
396	0.2908091279
397	0.2906585389
398	0.2905566299
399	0.2904886691
400	0.2903501851
401	0.2902565447
402	0.2900755349
403	0.2899996908
404	0.2898646037
405	0.2897578197
406	0.2896556001
407	0.2895463091
408	0.2894374164
409	0.2892685102
410	0.2891336902
411	0.2890662198
412	0.2889640437
413	0.2888384869
414	0.2887345747
415	0.2886345496
416	0.2884881422
417	0.2883629546
418	0.2882406421
419	0.2881270266
420	0.2880078099
421	0.2878732204
422	0.2877416085
423	0.2876407097
424	0.2875720241
425	0.2874342654
426	0.2873287141
427	0.2872263124
428	0.2871125861
429	0.2870235911
430	0.2868877203
431	0.2868073488
432	0.2867000627
433	0.286620689
434	0.2865319127
435	0.2864101298
436	0.2863302944
437	0.2861626105
438	0.2860675171
439	0.2859731682
440	0.2858896023
441	0.2857701828
442	0.2856615701
443	0.2855353578
444	0.2854318152
445	0.2852949325
446	0.2851539851
447	0.2850416565
448	0.2849449847
449	0.2848130641
450	0.2846968741
451	0.2845985383
452	0.2844800101
453	0.2843126496
454	0.2842079246
455	0.2841347423
456	0.2840266446
457	0.2838738648
458	0.2837772301
459	0.2836770832
460	0.2835805955
461	0.2834692377
462	0.283342033
463	0.2832644369
464	0.283141984
465	0.2830413378
466	0.2829438555
467	0.282798064
468	0.2826757517
469	0.2825928119
470	0.2824910486
471	0.2824054596
472	0.2823290262
473	0.2822650718
474	0.2821829193
475	0.2820939234
476	0.281987628
477	0.2818556256
478	0.2817848999
479	0.2817185567
480	0.281569122
481	0.281463198
482	0.2814130264
483	0.2812994381
484	0.2812194649
485	0.2811360686
486	0.2810508347
487	0.2809681033
488	0.2808719571
489	0.2807377386
490	0.2806522473
491	0.2804706823
492	0.2803419211
493	0.2802570517
494	0.2801069005
495	0.2800257637
496	0.2799303588
497	0.2797858783
498	0.2796630856
499	0.2795696582
500	0.2795059305
501	0.2794031761
502	0.2793046621
503	0.2792285297
504	0.2791371308
505	0.2790512049
506	0.278953489
507	0.2788715881
508	0.2787446303
509	0.2786198636
510	0.2785247154
511	0.278456431
512	0.2783342001
513	0.2782129925
514	0.278157995
515	0.2780517922
516	0.2779822753
517	0.2778937223
518	0.2778338319
519	0.2777132278
520	0.2776151705
521	0.2775103278
522	0.2773955105
523	0.2773146877
524	0.2771881093
525	0.2771070371
526	0.2770256734
527	0.2769331841
528	0.2768516617
529	0.2766962714
530	0.2765646125
531	0.2764564454
532	0.2763798239
533	0.2762710137
534	0.2761680887
535	0.276068326
536	0.2759734054
537	0.2758884693
538	0.275736737
539	0.275653351
540	0.2755871208
541	0.2755231109
542	0.2753695663
543	0.2752651545
544	0.2751690732
545	0.2750879448
546	0.2749948077
547	0.274904858
548	0.2747836441
549	0.2746665659
550	0.2745320027
551	0.2744599359
552	0.2743799065
553	0.2742425001
554	0.27413763
555	0.2740493632
556	0.2739766139
557	0.2738987123
558	0.2738378077
559	0.2737555144
560	0.2736398255
561	0.2735292549
562	0.2733991622
563	0.2733222484
564	0.2731902374
565	0.2730841434
566	0.2730123233
567	0.2729268129
568	0.2728446255
569	0.2727197845
570	0.2725968551
571	0.2725162683
572	0.2724131399
573	0.2723132489
574	0.2722111041
575	0.2721407608
576	0.2720398187
577	0.2719620605
578	0.271871252
579	0.2717838657
580	0.2716912433
581	0.2716144723
582	0.2715183793
583	0.2714147364
584	0.2713212656
585	0.2712296873
586	0.2711635221
587	0.2710788181
588	0.2710276337
589	0.2709159113
590	0.2707568096
591	0.2706665971
592	0.2705669873
593	0.2705284713
594	0.2704408731
595	0.270365954
596	0.2702291848
597	0.2701546476
598	0.2700735864
599	0.2699574138
600	0.2698830041
601	0.269799917
602	0.2697270549
603	0.2695761201
604	0.2695101433
605	0.2694177299
606	0.2693028138
607	0.2691858622
608	0.2690732843
609	0.268971448
610	0.268863506
611	0.2687953926
612	0.268720759
613	0.2686305904
614	0.2684974205
615	0.2683962928
616	0.26825631
617	0.2681954335
618	0.2681208252
619	0.2680227479
620	0.2679212053
621	0.2678597901
622	0.2677268875
623	0.2676565091
624	0.2675642312
625	0.2674237557
626	0.2673103658
627	0.2671976743
628	0.2671244941
629	0.2670140297
630	0.2669022561
631	0.26680727
632	0.2667582374
633	0.266582528
634	0.2665394383
635	0.2664150155
636	0.2663163928
637	0.2662441042
638	0.2661828855
639	0.266085246
640	0.2659632739
641	0.2658596657
642	0.265738532
643	0.2656395354
644	0.26554406
645	0.2654564546
646	0.2653919847
647	0.2653178636
648	0.2652280774
649	0.2651354725
650	0.2650626226
651	0.2649595093
652	0.2648994263
653	0.2647867588
654	0.2646617634
655	0.2645997713
656	0.2645083213
657	0.2644175537
658	0.2643223742
659	0.2643113662
660	0.2642379984
661	0.2641162128
662	0.2640147924
663	0.2638909138
664	0.2637760352
665	0.2637174476
666	0.263617355
667	0.2635297747
668	0.2634318967
669	0.2633468429
670	0.2632515707
671	0.2631668715
672	0.2630737583
673	0.2629833779
674	0.2628633774
675	0.2627636105
676	0.2626690173
677	0.2626134852
678	0.2625664612
679	0.2625034015
680	0.2624008768
681	0.2623022657
682	0.2621811734
683	0.2620571407
684	0.2619515966
685	0.2618326173
686	0.2616953
687	0.2616222224
688	0.2615585697
689	0.2614633167
690	0.2613612557
691	0.2612358677
692	0.2611789831
693	0.2610734635
694	0.2609809109
695	0.2608725799
696	0.2607574925
697	0.2606495404
698	0.2605842618
699	0.2605287383
700	0.2604197379
701	0.2603322356
702	0.2602438003
703	0.2601427186
704	0.2600604935
705	0.2599893469
706	0.2598765136
707	0.2597969206
708	0.2597220204
709	0.2595964258
710	0.2595211209
711	0.2594319782
712	0.25936483
713	0.2592528593
714	0.2591836927
715	0.2590862981
716	0.2589726855
717	0.2588841868
718	0.2588308227
719	0.2587103019
720	0.2586204205
721	0.2584650366
722	0.2583685088
723	0.2582667519
724	0.2581671631
725	0.2580912732
726	0.2579798594
727	0.2579321631
728	0.2578346481
729	0.2577256032
730	0.2575632923
731	0.2575013125
732	0.25740348
733	0.2572968039
734	0.2572212505
735	0.2571280421
736	0.2570756279
737	0.2570046869
738	0.2569005903
739	0.2568922111
740	0.2568385482
741	0.2567396909
742	0.2566743706
743	0.2565297513
744	0.2564786412
745	0.2564037853
746	0.2563212357
747	0.2562040943
748	0.2561189991
749	0.2560350609
750	0.2559467609
751	0.255876614
752	0.2557956825
753	0.2556479742
754	0.2556121919
755	0.2555396237
756	0.2554797641
757	0.2553592399
758	0.2552850746
759	0.2551919286
760	0.2551128413
761	0.2550535163
762	0.2550443782
763	0.254962982
764	0.2548809913
765	0.2547777543
766	0.2547134448
767	0.2546542628
768	0.2545656788
769	0.2544449524
770	0.2543591169
771	0.2543296275
772	0.2542744337
773	0.2541914088
774	0.2540845042
775	0.2539759949
776	0.2538528293
777	0.2538014708
778	0.2537166785
779	0.2535675875
780	0.2534674227
781	0.2534164195
782	0.2533221124
783	0.2532115172
784	0.2531051958
785	0.2530407974
786	0.2529504956
787	0.2529417664
788	0.2528875925
789	0.2528800422
790	0.2527686013
791	0.2527086043
792	0.2526541978
793	0.2525676116
794	0.2525593825
795	0.2524138753
796	0.2523289413
797	0.2522210002
798	0.2521506778
799	0.2520682801
800	0.2519091752
801	0.2518838684
802	0.2518191628
803	0.2517346908
804	0.2516634759
805	0.2516156729
806	0.2515379215
807	0.2514486119
808	0.2513783858
809	0.2513142289
810	0.2512678637
811	0.2511881534
812	0.2510738129
813	0.2510074262
814	0.2509108118
815	0.2508446089
816	0.2507505284
817	0.2506484161
818	0.2505289691
819	0.2504090932
820	0.2503244535
821	0.2502211714
822	0.2501228987
823	0.2500022624
824	0.2499258912
825	0.2498006227
826	0.2497169334
827	0.2496630407
828	0.2496073042
829	0.2495542379
830	0.2494827903
831	0.2494445886
832	0.2493931627
833	0.2493159301
834	0.2492739997
835	0.2492089917
836	0.2491493725
837	0.2490749405
838	0.2490068386
839	0.2489148911
840	0.2489065613
841	0.2487898122
842	0.2486995145
843	0.2486094095
844	0.2484805407
845	0.2484221835
846	0.2483179478
847	0.2482300209
848	0.2481502018
849	0.2480859294
850	0.2480237454
851	0.2479502045
852	0.2478717097
853	0.2477957121
854	0.2477064832
855	0.2476453342
856	0.2475689709
857	0.2474674384
858	0.2474005953
859	0.2473324447
860	0.2472716881
861	0.2471754056
862	0.247108147
863	0.2470425771
864	0.2469459425
865	0.2468666222
866	0.2467446877
867	0.2466575824
868	0.2465740553
869	0.2464903459
870	0.2463836278
871	0.2463070098
872	0.2462468667
873	0.2461529671
874	0.2460963792
875	0.2460281927
876	0.2459172637
877	0.2458213885
878	0.2458037463
879	0.2456834625
880	0.2456217167
881	0.2455498339
882	0.2455095799
883	0.2454099193
884	0.2453942234
885	0.245293095
886	0.2452137278
887	0.2451204219
888	0.2450583728
889	0.244980588
890	0.2448675031
891	0.2448192571
892	0.2447316894
893	0.2446693902
894	0.2445900622
895	0.244466011
896	0.2444242165
897	0.2443411713
898	0.2442393192
899	0.2441781608
900	0.2441074194
901	0.2440537472
902	0.2439320418
903	0.2438232996
904	0.2437581466
905	0.2437048541
906	0.243657627
907	0.2435858299
908	0.2434961799
909	0.2434219246
910	0.2432722731
911	0.2432051582
912	0.2430888683
913	0.2429683469
914	0.2428898499
915	0.2427931252
916	0.2426765876
917	0.2425984819
918	0.2425095746
919	0.2424417612
920	0.2423741281
921	0.2422927685
922	0.2422502128
923	0.242156263
924	0.2420757707
925	0.2420025588
926	0.2419599343
927	0.2418975206
928	0.2417958591
929	0.2417152922
930	0.2416105967
931	0.241571179
932	0.2414887087
933	0.2414270788
934	0.241338432
935	0.2412913527
936	0.2411997669
937	0.2411231556
938	0.241029532
939	0.2409820854
940	0.2408459517
941	0.2407751607
942	0.2407026537
943	0.2406081025
944	0.2405289608
945	0.2405235106
946	0.2404351822
947	0.2403884277
948	0.2402851617
949	0.2401985033
950	0.2401186362
951	0.2400683231
952	0.2399643657
953	0.2398755071
954	0.2398005761
955	0.2397243858
956	0.2396772698
957	0.2396259406
958	0.2395178899
959	0.2394811364
960	0.2394209941
961	0.2393331526
962	0.2392415839
963	0.239159129
964	0.2390970151
965	0.2390428036
966	0.2389792025
967	0.2389140216
968	0.2387938401
969	0.2386999345
970	0.2385883403
971	0.2384764401
972	0.2384074092
973	0.2383116151
974	0.2382695869
975	0.2381827531
976	0.2381309131
977	0.2380312469
978	0.2379729007
979	0.2379212733
980	0.2378813239
981	0.237819141
982	0.2377267717
983	0.2376433071
984	0.2375617128
985	0.2375224107
986	0.2374532162
987	0.2373955158
988	0.2373396699
989	0.2372706749
990	0.2371543071
991	0.2370870206
992	0.237023
993	0.2369783137
994	0.2369356891
995	0.2368254335
996	0.2367243957
997	0.2366336947
998	0.236520725
999	0.2364378642
